word,syllables,ncSource,wordType,yearBand
summon,sum-mon,practice_list,verb,y34
murmur,mur-mur,practice_list,verb,y34
beckon,beck-on,practice_list,verb,y34
pursue,pur-sue,practice_list,verb,y34
surrender,sur-ren-der,practice_list,verb,y34
quiver,quiv-er,practice_list,verb,y34
loom,loom,practice_list,verb,y34
awe,awe,practice_list,noun,y34
longing,long-ing,practice_list,noun,y34
sorrow,sor-row,practice_list,noun,y34
dread,dread,practice_list,noun,y34
siege,siege,practice_list,noun,y34
oxygen,ox-y-gen,practice_list,noun,y34
carbon,car-bon,practice_list,noun,y34
digestion,di-ges-tion,practice_list,noun,y34
achievement,a-chieve-ment,practice_list,noun,y34
advertisement,ad-ver-tise-ment,practice_list,noun,y34
simile,sim-i-le,practice_list,noun,y34
germination,ger-mi-na-tion,practice_list,noun,y34
pollination,pol-li-na-tion,practice_list,noun,y34
skeleton,skel-e-ton,practice_list,noun,y34
absorb,ab-sorb,practice_list,verb,y34
insulation,in-su-la-tion,practice_list,noun,y34
wretched,wretch-ed,practice_list,adjective,y34
feeble,fee-ble,practice_list,adjective,y34
murky,mur-ky,practice_list,adjective,y34
dense,dense,practice_list,adjective,y34
eerie,ee-rie,practice_list,adjective,y34
bleak,bleak,practice_list,adjective,y34
withered,with-ered,practice_list,adjective,y34
contrast,con-trast,practice_list,noun,y34
equivalent,e-quiv-a-lent,practice_list,adjective,y34
denominator,de-nom-i-na-tor,practice_list,noun,y34
numerator,nu-mer-a-tor,practice_list,noun,y34
wary,war-y,practice_list,adjective,y34
tension,ten-sion,practice_list,noun,y34
conflict,con-flict,practice_list,noun,y34
consequence,con-se-quence,practice_list,noun,y34
spacious,spa-cious,practice_list,adjective,y34
valuable,val-u-a-ble,practice_list,adjective,y34
aisle,aisle,practice_list,noun,y34
isle,isle,practice_list,noun,y34
cereal,ce-re-al,practice_list,noun,y34
serial,se-ri-al,practice_list,adjective,y34
hoard,hoard,practice_list,noun,y34
horde,horde,practice_list,noun,y34
passed,passed,practice_list,verb,y34
sole,sole,practice_list,adjective,y34
currant,cur-rant,practice_list,noun,y34
orchestra,or-ches-tra,practice_list,noun,y34
instrument,in-stru-ment,practice_list,noun,y34
sculpture,sculp-ture,practice_list,noun,y34
portrait,por-trait,practice_list,noun,y34
preserve,pre-serve,practice_list,verb,y34
triumph,tri-umph,practice_list,noun,y34
mischief,mis-chief,practice_list,noun,y34
sequence,se-quence,practice_list,noun,y34
sacred,sa-cred,practice_list,adjective,y34
gorgeous,gor-geous,practice_list,adjective,y34
glorious,glo-ri-ous,practice_list,adjective,y34
monstrous,mon-strous,practice_list,adjective,y34
collapse,col-lapse,practice_list,verb,y34
encourage,en-cour-age,practice_list,verb,y34
explore,ex-plore,practice_list,verb,y34
prevent,pre-vent,practice_list,verb,y34
dramatic,dra-mat-ic,practice_list,adjective,y34
humble,hum-ble,practice_list,adjective,y34
loyal,loy-al,practice_list,adjective,y34
swift,swift,practice_list,adjective,y34
medieval,me-di-e-val,practice_list,adjective,y34
exception,ex-cep-tion,practice_list,noun,y34
comprehension,com-pre-hen-sion,practice_list,noun,y34
punctuation,punc-tu-a-tion,practice_list,noun,y34
conjunction,con-junc-tion,practice_list,noun,y34
wade,wade,practice_list,verb,y34
weave,weave,practice_list,verb,y34
retreat,re-treat,practice_list,verb,y34
orbit,or-bit,practice_list,noun,y34
telescope,tel-e-scope,practice_list,noun,y34
stanza,stan-za,practice_list,noun,y34
genre,genre,practice_list,noun,y34
climax,cli-max,practice_list,noun,y34
glossary,glos-sa-ry,practice_list,noun,y34
transform,trans-form,practice_list,verb,y34
generate,gen-er-ate,practice_list,verb,y34
climate,cli-mate,practice_list,noun,y34
conservation,con-ser-va-tion,practice_list,noun,y34
greenhouse,green-house,practice_list,noun,y34
mineral,min-er-al,practice_list,noun,y34
debate,de-bate,practice_list,noun,y34
billow,bil-low,practice_list,verb,y34
cower,cow-er,practice_list,verb,y34
hobble,hob-ble,practice_list,verb,y34
jolt,jolt,practice_list,verb,y34
reel,reel,practice_list,verb,y34
slump,slump,practice_list,verb,y34
sprawl,sprawl,practice_list,verb,y34
squint,squint,practice_list,verb,y34
stagger,stag-ger,practice_list,verb,y34
stomp,stomp,practice_list,verb,y34
surge,surge,practice_list,verb,y34
topple,top-ple,practice_list,verb,y34
whirl,whirl,practice_list,verb,y34
lunge,lunge,practice_list,verb,y34
fumble,fum-ble,practice_list,verb,y34
outrage,out-rage,practice_list,noun,y34
frustration,frus-tra-tion,practice_list,noun,y34
dismal,dis-mal,practice_list,adjective,y34
exploration,ex-plor-a-tion,practice_list,noun,y34
investigation,in-ves-ti-ga-tion,practice_list,noun,y34
melody,mel-o-dy,practice_list,noun,y34
harmony,har-mo-ny,practice_list,noun,y34
tempo,tem-po,practice_list,noun,y34
percussion,per-cus-sion,practice_list,noun,y34
prediction,pre-dic-tion,practice_list,noun,y34
collision,col-li-sion,practice_list,noun,y34
demonstration,dem-on-stra-tion,practice_list,noun,y34
disappointment,dis-ap-point-ment,practice_list,noun,y34
distraction,dis-trac-tion,practice_list,noun,y34
exaggeration,ex-ag-ger-a-tion,practice_list,noun,y34
expectation,ex-pec-ta-tion,practice_list,noun,y34
foundation,foun-da-tion,practice_list,noun,y34
hesitation,hes-i-ta-tion,practice_list,noun,y34
interruption,in-ter-rup-tion,practice_list,noun,y34
organisation,or-gan-i-sa-tion,practice_list,noun,y34
satisfaction,sat-is-fac-tion,practice_list,noun,y34
suggestion,sug-ges-tion,practice_list,noun,y34
translation,trans-la-tion,practice_list,noun,y34
bolt,bolt,practice_list,verb,y34
fling,fling,practice_list,verb,y34
hurl,hurl,practice_list,verb,y34
launch,launch,practice_list,verb,y34
simmer,sim-mer,practice_list,verb,y34
ingredient,in-gre-di-ent,practice_list,noun,y34
seasoning,sea-son-ing,practice_list,noun,y34
wholesome,whole-some,practice_list,adjective,y34
blizzard,bliz-zard,practice_list,noun,y34
humid,hu-mid,practice_list,adjective,y34
arid,ar-id,practice_list,adjective,y34
ambition,am-bi-tion,practice_list,noun,y34
cooperation,co-op-er-a-tion,practice_list,noun,y34
determination,de-ter-mi-na-tion,practice_list,noun,y34
gratitude,grat-i-tude,practice_list,noun,y34
proportion,pro-por-tion,practice_list,noun,y34
cascade,cas-cade,practice_list,verb,y34
catapult,cat-a-pult,practice_list,verb,y34
shatter,shat-ter,practice_list,verb,y34
detach,de-tach,practice_list,verb,y34
compassion,com-pas-sion,practice_list,noun,y34
envy,en-vy,practice_list,noun,y34
loneliness,lone-li-ness,practice_list,noun,y34
optimism,op-ti-mism,practice_list,noun,y34
scorn,scorn,practice_list,noun,y34
miner,mi-ner,practice_list,noun,y34
minor,mi-nor,practice_list,adjective,y34
repetition,rep-e-ti-tion,practice_list,noun,y34
turret,tur-ret,practice_list,noun,y34
export,ex-port,practice_list,noun,y34
import,im-port,practice_list,noun,y34
currency,cur-ren-cy,practice_list,noun,y34
disruption,dis-rup-tion,practice_list,noun,y34
inspiration,in-spi-ra-tion,practice_list,noun,y34
wetland,wet-land,practice_list,noun,y34
overpower,o-ver-pow-er,practice_list,verb,y34
semicircle,sem-i-cir-cle,practice_list,noun,y34
accomplish,ac-com-plish,practice_list,verb,y34
adequate,ad-e-quate,practice_list,adjective,y34
arrest,ar-rest,practice_list,verb,y34
border,bor-der,practice_list,noun,y34
capture,cap-ture,practice_list,verb,y34
casual,ca-su-al,practice_list,adjective,y34
disturb,dis-turb,practice_list,verb,y34
elegant,el-e-gant,practice_list,adjective,y34
enable,en-able,practice_list,verb,y34
examine,ex-am-ine,practice_list,verb,y34
frighten,fright-en,practice_list,verb,y34
global,glo-bal,practice_list,adjective,y34
grant,grant,practice_list,verb,y34
harsh,harsh,practice_list,adjective,y34
impact,im-pact,practice_list,noun,y34
intense,in-tense,practice_list,adjective,y34
isolated,i-so-la-ted,practice_list,adjective,y34
method,meth-od,practice_list,noun,y34
miracle,mir-a-cle,practice_list,noun,y34
overlook,o-ver-look,practice_list,verb,y34
peaceful,peace-ful,practice_list,adjective,y34
rapid,rap-id,practice_list,adjective,y34
reluctant,re-luc-tant,practice_list,adjective,y34
remote,re-mote,practice_list,adjective,y34
request,re-quest,practice_list,noun,y34
resist,re-sist,practice_list,verb,y34
rival,ri-val,practice_list,noun,y34
secure,se-cure,practice_list,adjective,y34
slender,slen-der,practice_list,adjective,y34
terrify,ter-ri-fy,practice_list,verb,y34
unite,u-nite,practice_list,verb,y34
gallop,gal-lop,practice_list,verb,y34
sprint,sprint,practice_list,verb,y34
rebound,re-bound,practice_list,verb,y34
erupt,e-rupt,practice_list,verb,y34
flicker,flic-ker,practice_list,verb,y34
flutter,flut-ter,practice_list,verb,y34
graze,graze,practice_list,verb,y34
jab,jab,practice_list,verb,y34
quake,quake,practice_list,verb,y34
thrash,thrash,practice_list,verb,y34
wriggle,wrig-gle,practice_list,verb,y34
buckle,buc-kle,practice_list,verb,y34
abrupt,ab-rupt,practice_list,adjective,y34
zoom,zoom,practice_list,verb,y34
redirect,re-di-rect,practice_list,verb,y34
brutal,bru-tal,practice_list,adjective,y34
content,con-tent,practice_list,adjective,y34
devious,de-vi-ous,practice_list,adjective,y34
dreary,drear-y,practice_list,adjective,y34
earnest,ear-nest,practice_list,adjective,y34
evident,ev-i-dent,practice_list,adjective,y34
foul,foul,practice_list,adjective,y34
fragile,frag-ile,practice_list,adjective,y34
frantic,fran-tic,practice_list,adjective,y34
gloomy,gloom-y,practice_list,adjective,y34
hopeless,hope-less,practice_list,adjective,y34
immense,im-mense,practice_list,adjective,y34
keen,keen,practice_list,adjective,y34
moist,moist,practice_list,adjective,y34
muddy,mud-dy,practice_list,adjective,y34
rigid,rig-id,practice_list,adjective,y34
savage,sav-age,practice_list,adjective,y34
scarce,scarce,practice_list,adjective,y34
shrill,shrill,practice_list,adjective,y34
sluggish,slug-gish,practice_list,adjective,y34
sullen,sul-len,practice_list,adjective,y34
tender,ten-der,practice_list,adjective,y34
timid,tim-id,practice_list,adjective,y34
weary,wear-y,practice_list,adjective,y34
wicked,wick-ed,practice_list,adjective,y34
departure,de-par-ture,practice_list,noun,y34
fixture,fix-ture,practice_list,noun,y34
pasture,pas-ture,practice_list,noun,y34
posture,pos-ture,practice_list,noun,y34
texture,tex-ture,practice_list,noun,y34
vulture,vul-ture,practice_list,noun,y34
dismay,dis-may,practice_list,noun,y34
distress,dis-tress,practice_list,noun,y34
elated,e-la-ted,practice_list,adjective,y34
enraged,en-raged,practice_list,adjective,y34
grudge,grudge,practice_list,noun,y34
restless,rest-less,practice_list,adjective,y34
sheepish,sheep-ish,practice_list,adjective,y34
smug,smug,practice_list,adjective,y34
spiteful,spite-ful,practice_list,adjective,y34
vexed,vexed,practice_list,adjective,y34
forecast,fore-cast,practice_list,noun,y34
foreground,fore-ground,practice_list,noun,y34
mislaid,mis-laid,practice_list,verb,y34
overgrown,o-ver-grown,practice_list,adjective,y34
underdog,un-der-dog,practice_list,noun,y34
upgrade,up-grade,practice_list,verb,y34
uproot,up-root,practice_list,verb,y34
withdraw,with-draw,practice_list,verb,y34
jubilee,ju-bi-lee,practice_list,noun,y34
eagerness,ea-ger-ness,practice_list,noun,y34
forgiveness,for-give-ness,practice_list,noun,y34
gentleness,gen-tle-ness,practice_list,noun,y34
harshness,harsh-ness,practice_list,noun,y34
helpfulness,help-ful-ness,practice_list,noun,y34
sadness,sad-ness,practice_list,noun,y34
selfishness,sel-fish-ness,practice_list,noun,y34
thoughtfulness,thought-ful-ness,practice_list,noun,y34
weakness,weak-ness,practice_list,noun,y34
wickedness,wicked-ness,practice_list,noun,y34
wisdom,wis-dom,practice_list,noun,y34
confuse,con-fuse,practice_list,verb,y34
connect,con-nect,practice_list,verb,y34
culture,cul-ture,practice_list,noun,y34
custom,cus-tom,practice_list,noun,y34
defeat,de-feat,practice_list,verb,y34
deliver,de-liv-er,practice_list,verb,y34
depart,de-part,practice_list,verb,y34
bundle,bun-dle,practice_list,noun,y34
clumsy,clum-sy,practice_list,adjective,y34
alter,al-ter,practice_list,verb,y34
bore,bore,practice_list,verb,y34
cord,cord,practice_list,noun,y34
plait,plait,practice_list,noun,y34
prey,prey,practice_list,noun,y34
storey,sto-rey,practice_list,noun,y34
veil,veil,practice_list,noun,y34
wail,wail,practice_list,verb,y34
whale,whale,practice_list,noun,y34
column,col-umn,practice_list,noun,y34
debt,debt,practice_list,noun,y34
knuckle,knuck-le,practice_list,noun,y34
thistle,this-tle,practice_list,noun,y34
wrench,wrench,practice_list,verb,y34
absence,ab-sence,practice_list,noun,y34
advance,ad-vance,practice_list,verb,y34
agony,ag-o-ny,practice_list,noun,y34
alert,a-lert,practice_list,adjective,y34
assemble,as-sem-ble,practice_list,verb,y34
assistance,as-sis-tance,practice_list,noun,y34
attach,at-tach,practice_list,verb,y34
attend,at-tend,practice_list,verb,y34
attract,at-tract,practice_list,verb,y34
benefit,ben-e-fit,practice_list,noun,y34
boast,boast,practice_list,verb,y34
boundary,bound-a-ry,practice_list,noun,y34
broadcast,broad-cast,practice_list,verb,y34
burden,bur-den,practice_list,noun,y34
citizen,cit-i-zen,practice_list,noun,y34
coarse,coarse,practice_list,adjective,y34
recreation,rec-re-a-tion,practice_list,noun,y34
transportation,trans-por-ta-tion,practice_list,noun,y34
extension,ex-ten-sion,practice_list,noun,y34
procession,pro-ces-sion,practice_list,noun,y34
boisterous,bois-ter-ous,practice_list,adjective,y34
convenient,con-ven-i-ent,practice_list,adjective,y34
fluent,flu-ent,practice_list,adjective,y34
remarkable,re-mark-a-ble,practice_list,adjective,y34
satisfactory,sat-is-fac-to-ry,practice_list,adjective,y34
temporary,tem-po-ra-ry,practice_list,adjective,y34
traditional,tra-di-tion-al,practice_list,adjective,y34
tropical,trop-i-cal,practice_list,adjective,y34
bought,bought,practice_list,verb,y34
plough,plough,practice_list,noun,y34
borough,bor-ough,practice_list,noun,y34
bough,bough,practice_list,noun,y34
dough,dough,practice_list,noun,y34
thoroughly,thor-ough-ly,practice_list,adverb,y34
throughout,through-out,practice_list,preposition,y34
receive,re-ceive,practice_list,verb,y34
deceive,de-ceive,practice_list,verb,y34
niece,niece,practice_list,noun,y34
relieve,re-lieve,practice_list,verb,y34
yield,yield,practice_list,verb,y34
sword,sword,practice_list,noun,y34
whistle,whis-tle,practice_list,verb,y34
unwell,un-well,practice_list,adjective,y34
unclear,un-clear,practice_list,adjective,y34
reuse,re-use,practice_list,verb,y34
repay,re-pay,practice_list,verb,y34
disorder,dis-or-der,practice_list,noun,y34
nation,na-tion,practice_list,noun,y34
passion,pas-sion,practice_list,noun,y34
caption,cap-tion,practice_list,noun,y34
fraction,frac-tion,practice_list,noun,y34
option,op-tion,practice_list,noun,y34
eloquent,el-o-quent,practice_list,adjective,y56
obstacle,ob-sta-cle,practice_list,noun,y56
solemn,sol-emn,statutory,adjective,y56
prehistoric,pre-his-tor-ic,nc_example,adjective,y56
precaution,pre-cau-tion,nc_example,noun,y56
misfortune,mis-for-tune,nc_example,noun,y56
supernatural,su-per-nat-ur-al,nc_example,adjective,y56
innocent,in-no-cent,nc_example,adjective,y56
substance,sub-stance,nc_example,noun,y56
reliable,re-li-a-ble,nc_example,adjective,y56
responsible,re-spon-si-ble,nc_example,adjective,y56
doubt,doubt,nc_example,noun,y56
subtle,sub-tle,nc_example,adjective,y56
scene,scene,nc_example,noun,y56
gnome,gnome,nc_example,noun,y56
autumn,au-tumn,nc_example,noun,y56
psychology,psy-chol-o-gy,nc_example,noun,y56
castle,cas-tle,nc_example,noun,y56
fasten,fas-ten,nc_example,verb,y56
listen,lis-ten,nc_example,verb,y56
biscuit,bis-cuit,nc_example,noun,y56
stationary,sta-tion-ar-y,nc_example,adjective,y56
stationery,sta-tion-er-y,nc_example,noun,y56
principal,prin-ci-pal,nc_example,noun,y56
principle,prin-ci-ple,nc_example,noun,y56
practise,prac-tise,nc_example,verb,y56
practice,prac-tice,nc_example,noun,y56
dessert,des-sert,nc_example,noun,y56
complement,com-ple-ment,nc_example,verb,y56
compliment,com-pli-ment,nc_example,noun,y56
analysis,-ysis; Greek origin,practice_list,a-nal-y-sis,y56
atmosphere,atmos- (vapour) + sphere,practice_list,at-mos-phere,y56
conclusion,-sion; four syllables,practice_list,con-clu-sion,y56
consequently,-quently; four syllables,practice_list,con-se-quent-ly,y56
evidence,-ence not -ance,practice_list,ev-i-dence,y56
evaluate,-ate; five syllables,practice_list,e-val-u-ate,y56
hypothesis,Greek; -thesis ending; y = i,practice_list,hy-poth-e-sis,y56
perspective,-ive; three syllables,practice_list,per-spec-tive,y56
significant,-ant; four syllables,practice_list,sig-nif-i-cant,y56
technique,French -ique; ch says k,practice_list,tech-nique,y56
vocabulary,-ary; six syllables,practice_list,vo-cab-u-lar-y,y56
prepay,pre-pay,nc_example,verb,y56
preview,pre-view,nc_example,noun,y56
prearrange,pre-ar-range,nc_example,verb,y56
predetermine,pre-de-ter-mine,nc_example,verb,y56
preheat,pre-heat,nc_example,verb,y56
prepaid,pre-paid,nc_example,adjective,y56
overcome,o-ver-come,nc_example,verb,y56
overflow,o-ver-flow,nc_example,verb,y56
overreact,o-ver-re-act,nc_example,verb,y56
oversleep,o-ver-sleep,nc_example,verb,y56
overweight,o-ver-weight,nc_example,adjective,y56
underachieve,un-der-a-chieve,nc_example,verb,y56
underline,un-der-line,nc_example,verb,y56
undermine,un-der-mine,nc_example,verb,y56
circumnavigate,cir-cum-nav-i-gate,nc_example,verb,y56
circumstances,cir-cum-stanc-es,nc_example,noun,y56
cooperate,co-op-er-ate,nc_example,verb,y56
coexist,co-ex-ist,nc_example,verb,y56
coordinate,co-or-di-nate,nc_example,verb,y56
comfortable,com-fort-a-ble,nc_example,adjective,y56
understandable,un-der-stand-a-ble,nc_example,adjective,y56
acceptable,ac-cept-a-ble,nc_example,adjective,y56
believable,be-liev-a-ble,nc_example,adjective,y56
enjoyable,en-joy-a-ble,nc_example,adjective,y56
forgettable,for-get-ta-ble,nc_example,adjective,y56
knowledgeable,know-ledg-e-a-ble,nc_example,adjective,y56
manageable,man-age-a-ble,nc_example,adjective,y56
changeable,change-a-ble,nc_example,adjective,y56
noticeable,no-tice-a-ble,nc_example,adjective,y56
horrible,hor-ri-ble,nc_example,adjective,y56
terrible,ter-ri-ble,nc_example,adjective,y56
impossible,im-pos-si-ble,nc_example,adjective,y56
incredible,in-cred-i-ble,nc_example,adjective,y56
invisible,in-vis-i-ble,nc_example,adjective,y56
sensible,sen-si-ble,nc_example,adjective,y56
flexible,flex-i-ble,nc_example,adjective,y56
audible,au-di-ble,nc_example,adjective,y56
convertible,con-vert-i-ble,nc_example,adjective,y56
absent,ab-sent,nc_example,adjective,y56
frequent,fre-quent,nc_example,adjective,y56
intelligent,in-tel-li-gent,nc_example,adjective,y56
difference,dif-fer-ence,nc_example,noun,y56
preference,pref-er-ence,nc_example,noun,y56
silence,si-lence,nc_example,noun,y56
excellence,ex-cel-lence,nc_example,noun,y56
brilliant,bril-liant,nc_example,adjective,y56
pleasant,pleas-ant,nc_example,adjective,y56
constant,con-stant,nc_example,adjective,y56
appearance,ap-pear-ance,nc_example,noun,y56
distance,dis-tance,nc_example,noun,y56
entrance,en-trance,nc_example,noun,y56
performance,per-form-ance,nc_example,noun,y56
acceptance,ac-cept-ance,nc_example,noun,y56
crumb,crumb,nc_example,noun,y56
dumb,dumb,nc_example,adjective,y56
limb,limb,nc_example,noun,y56
numb,numb,nc_example,adjective,y56
plumber,plumb-er,nc_example,noun,y56
tomb,tomb,nc_example,noun,y56
scissors,scis-sors,nc_example,noun,y56
scent,scent,nc_example,noun,y56
ascend,as-cend,nc_example,verb,y56
descend,de-scend,nc_example,verb,y56
fascinate,fas-ci-nate,nc_example,verb,y56
design,de-sign,nc_example,noun,y56
resign,re-sign,nc_example,verb,y56
sign,sign,nc_example,noun,y56
knack,knack,nc_example,noun,y56
kneel,kneel,nc_example,verb,y56
knife,knife,nc_example,noun,y56
knit,knit,nc_example,verb,y56
knob,knob,nc_example,noun,y56
knot,knot,nc_example,noun,y56
salmon,sal-mon,nc_example,noun,y56
yolk,yolk,nc_example,noun,y56
folk,folk,nc_example,noun,y56
would,would,nc_example,verb,y56
could,could,nc_example,verb,y56
should,should,nc_example,verb,y56
hasten,hast-en,nc_example,verb,y56
soften,sof-ten,nc_example,verb,y56
rustle,rus-tle,nc_example,verb,y56
wrestle,wres-tle,nc_example,verb,y56
christmas,Christ-mas,nc_example,proper noun,y56
ghost,ghost,nc_example,noun,y56
hour,hour,nc_example,noun,y56
honest,hon-est,nc_example,adjective,y56
honour,hon-our,nc_example,noun,y56
pneumatic,pneu-mat-ic,nc_example,adjective,y56
psychiatrist,psy-chi-a-trist,nc_example,noun,y56
pseudonym,pseu-do-nym,nc_example,noun,y56
wreck,wreck,nc_example,noun,y56
wrinkle,wrin-kle,nc_example,noun,y56
aloud,a-loud,nc_example,adverb,y56
allowed,al-lowed,nc_example,verb,y56
groan,groan,nc_example,verb,y56
grown,grown,nc_example,verb,y56
medal,med-al,nc_example,noun,y56
meddle,med-dle,nc_example,verb,y56
mourning,mourn-ing,nc_example,noun,y56
rein,rein,nc_example,noun,y56
steal,steal,nc_example,verb,y56
steel,steel,nc_example,noun,y56
waste,waste,nc_example,verb,y56
waist,waist,nc_example,noun,y56
weather,weath-er,nc_example,noun,y56
whether,wheth-er,nc_example,conjunction,y56
continent,con-ti-nent,practice_list,noun,y56
democracy,de-moc-ra-cy,practice_list,noun,y56
equator,e-qua-tor,practice_list,noun,y56
evaporate,e-vap-o-rate,practice_list,verb,y56
hemisphere,hem-i-sphere,practice_list,noun,y56
invertebrate,in-ver-te-brate,practice_list,noun,y56
kilometre,kil-o-me-tre,practice_list,noun,y56
organism,or-gan-ism,practice_list,noun,y56
paragraph,par-a-graph,practice_list,noun,y56
photosynthesis,pho-to-syn-the-sis,practice_list,noun,y56
population,pop-u-la-tion,practice_list,noun,y56
pyramid,pyr-a-mid,practice_list,noun,y56
rectangle,rect-an-gle,practice_list,noun,y56
triangle,tri-an-gle,practice_list,noun,y56
vertebrate,ver-te-brate,practice_list,noun,y56
ancestor,an-ces-tor,practice_list,noun,y56
argument,ar-gu-ment,practice_list,noun,y56
biology,bi-ol-o-gy,practice_list,noun,y56
chemistry,chem-is-try,practice_list,noun,y56
equipment,e-quip-ment,statutory,noun,y56
estimate,es-ti-mate,practice_list,verb,y56
examination,ex-am-i-na-tion,practice_list,noun,y56
geography,ge-og-ra-phy,practice_list,noun,y56
habitat,hab-i-tat,practice_list,noun,y56
hexagon,hex-a-gon,practice_list,noun,y56
microscope,mi-cro-scope,practice_list,noun,y56
nutrient,nu-tri-ent,practice_list,noun,y56
octagon,oc-ta-gon,practice_list,noun,y56
perimeter,pe-rim-e-ter,practice_list,noun,y56
rotation,ro-ta-tion,practice_list,noun,y56
symmetry,sym-me-try,practice_list,noun,y56
translate,trans-late,practice_list,verb,y56
vertical,ver-ti-cal,practice_list,adjective,y56
volume,vol-ume,practice_list,noun,y56
chronicle,chron-i-cle,practice_list,noun,y56
accurate,ac-cu-rate,practice_list,adjective,y56
approximate,ap-prox-i-mate,practice_list,adjective,y56
axis,ax-is,practice_list,noun,y56
biography,bi-og-ra-phy,practice_list,noun,y56
celebrity,ce-leb-ri-ty,practice_list,noun,y56
educate,ed-u-cate,practice_list,verb,y56
frequency,fre-quen-cy,practice_list,noun,y56
immigration,im-mi-gra-tion,practice_list,noun,y56
inhabit,in-hab-it,practice_list,verb,y56
literature,lit-er-a-ture,practice_list,noun,y56
liquid,liq-uid,practice_list,noun,y56
opportunity,op-por-tu-ni-ty,statutory,noun,y56
photograph,pho-to-graph,practice_list,noun,y56
reaction,re-ac-tion,practice_list,noun,y56
research,re-search,practice_list,noun,y56
revolution,rev-o-lu-tion,practice_list,noun,y56
scientific,sci-en-tif-ic,practice_list,adjective,y56
similar,sim-i-lar,practice_list,adjective,y56
survey,sur-vey,practice_list,noun,y56
transparent,trans-par-ent,practice_list,adjective,y56
variable,var-i-a-ble,practice_list,adjective,y56
according,ac-cord-ing,statutory,adverb,y56
achieve,a-chieve,statutory,verb,y56
equipped,e-quipped,statutory,verb,y56
immediately,im-me-di-ate-ly,statutory,adverb,y56
grimace,gri-mace,practice_list,verb,y56
intrigued,in-trigued,practice_list,adjective,y56
captivated,cap-ti-va-ted,practice_list,adjective,y56
ecstatic,ec-sta-tic,practice_list,adjective,y56
melancholy,mel-an-chol-y,practice_list,adjective,y56
compassionate,com-pas-sion-ate,practice_list,adjective,y56
arrogant,ar-ro-gant,practice_list,adjective,y56
desolate,des-o-late,practice_list,adjective,y56
barren,bar-ren,practice_list,adjective,y56
turbulent,tur-bu-lent,practice_list,adjective,y56
menacing,men-ac-ing,practice_list,adjective,y56
ominous,om-i-nous,practice_list,adjective,y56
glacier,gla-cier,practice_list,noun,y56
tsunami,tsu-na-mi,practice_list,noun,y56
avalanche,av-a-lanche,practice_list,noun,y56
estuary,es-tu-ar-y,practice_list,noun,y56
plateau,pla-teau,practice_list,noun,y56
ecosystem,e-co-sys-tem,practice_list,noun,y56
rebellion,re-bel-lion,practice_list,noun,y56
monarchy,mon-ar-chy,practice_list,noun,y56
civilisation,civ-i-li-sa-tion,practice_list,noun,y56
plague,plague,practice_list,noun,y56
archaeologist,ar-chae-ol-o-gist,practice_list,noun,y56
treaty,trea-ty,practice_list,noun,y56
abolition,ab-o-li-tion,practice_list,noun,y56
opaque,o-paque,practice_list,adjective,y56
furthermore,fur-ther-more,practice_list,adverb,y56
nevertheless,nev-er-the-less,practice_list,adverb,y56
subsequently,sub-se-quent-ly,practice_list,adverb,y56
approximately,ap-prox-i-mate-ly,practice_list,adverb,y56
outrageous,out-ra-geous,practice_list,adjective,y56
efficient,ef-fi-cient,practice_list,adjective,y56
falter,fal-ter,practice_list,verb,y56
intercept,in-ter-cept,practice_list,verb,y56
radiate,ra-di-ate,practice_list,verb,y56
remorse,re-morse,practice_list,noun,y56
defiant,de-fi-ant,practice_list,adjective,y56
contempt,con-tempt,practice_list,noun,y56
elation,e-la-tion,practice_list,noun,y56
anguish,an-guish,practice_list,noun,y56
resentment,re-sent-ment,practice_list,noun,y56
bitterness,bit-ter-ness,practice_list,noun,y56
peninsula,pen-in-su-la,practice_list,noun,y56
precipitation,pre-cip-i-ta-tion,practice_list,noun,y56
longitude,lon-gi-tude,practice_list,noun,y56
latitude,lat-i-tude,practice_list,noun,y56
erosion,e-ro-sion,practice_list,noun,y56
sediment,sed-i-ment,practice_list,noun,y56
altitude,al-ti-tude,practice_list,noun,y56
persecution,per-se-cu-tion,practice_list,noun,y56
propaganda,prop-a-gan-da,practice_list,noun,y56
oppression,op-pres-sion,practice_list,noun,y56
epidemic,ep-i-dem-ic,practice_list,noun,y56
alliance,al-li-ance,practice_list,noun,y56
taxation,tax-a-tion,practice_list,noun,y56
suffrage,suf-frage,practice_list,noun,y56
chromosome,chro-mo-some,practice_list,noun,y56
nitrogen,ni-tro-gen,practice_list,noun,y56
molecule,mol-e-cule,practice_list,noun,y56
particle,par-ti-cle,practice_list,noun,y56
microorganism,mi-cro-or-gan-ism,practice_list,noun,y56
nucleus,nu-cle-us,practice_list,noun,y56
reproduction,re-pro-duc-tion,practice_list,noun,y56
metaphor,met-a-phor,practice_list,noun,y56
alliteration,al-lit-er-a-tion,practice_list,noun,y56
personification,per-son-i-fi-ca-tion,practice_list,noun,y56
narrative,nar-ra-tive,practice_list,noun,y56
chlorophyll,chlo-ro-phyll,practice_list,noun,y56
fertilisation,fer-til-i-sa-tion,practice_list,noun,y56
excretion,ex-cre-tion,practice_list,noun,y56
respiration,res-pi-ra-tion,practice_list,noun,y56
circulation,cir-cu-la-tion,practice_list,noun,y56
wavelength,wave-length,practice_list,noun,y56
